dv1,dv2,of1,of2,nlc
5.1176654944,11.1607008386,197.4026324890,279.6825152360,306.1003854580
5.1176654944,12.2061121521,212.7960809340,295.0759636810,334.7724922220
5.1176654944,13.3157306878,229.3523024420,311.6321851890,365.2055865620
5.1185342600,4.2679438667,107.1664979000,189.4743183860,117.0950525410
5.1185342600,5.9640815696,126.3813818000,208.6892022860,163.6301850640
5.1185342600,7.7902054544,149.8898150060,232.1976354920,213.7316106960
5.1185342600,7.9318671152,151.7987635890,234.1065840760,217.6182315450
5.1185342600,8.0187310688,152.9742861830,235.2821066700,220.0014257800
5.1185342600,8.1179829725,154.3219688880,236.6297893740,222.7244950690
5.1185342600,9.2143778267,169.4964595650,251.8042800510,252.8051186820
5.1185342600,9.7084618219,176.4840341350,258.7918546220,266.3607776110
5.1185342600,10.4621292979,187.2898571120,269.5976775980,287.0383533840
5.1185342600,10.8715209229,193.2248964050,275.5327168910,298.2703975120
5.1185342600,10.8725279993,193.2395479780,275.5473684640,298.2980275980
5.1185342600,11.1575370241,197.3957237940,279.7035442800,306.1175181480
5.1185342600,11.4810779558,202.1361633450,284.4439838310,314.9941677910
5.1185342600,11.7689918688,206.3733318210,288.6811523070,322.8933566810
5.1185342600,12.1245566439,211.6288053770,293.9366258630,332.6486105750
5.1185342600,12.3694440221,215.2620965380,297.5699170240,339.3673260290
5.1185342600,13.4448023762,231.3347644880,313.6425849740,368.8707934840
5.1185342600,17.1942918455,288.4812325810,370.7890530670,471.7415622030
5.1196615003,11.1575370241,197.4467561920,279.7908335050,306.2523637770
5.1241466241,1.5083111830,85.9877578749,168.4761748690,41.4727339390
5.1241466241,6.2451281148,130.0438975180,212.5323145120,171.7169107060
5.1241466241,6.8653479437,137.9080166990,220.3964336930,188.7705613290
5.1241466241,8.9940621466,166.6355175110,249.1239345050,247.3019829410
5.1241466241,11.5926476808,204.0360297790,286.5244467730,318.7530519870
5.1241466241,13.4976722642,232.4160719570,314.9044889510,371.1338727270
5.1241466241,17.0656486960,286.8393073850,369.3277243800,469.2394486350
5.1413321705,4.3193739580,108.4593607300,191.5020107850,119.5640866840
5.1413321705,5.1011559018,116.9820819690,200.0247320240,141.2045014790
5.1440526197,11.0539189312,197.0327041530,280.1632586920,306.3061368600
5.1440526197,12.1014703494,212.5012013510,295.6317558900,335.3339802940
5.1440526197,16.3940851094,277.6729251420,360.8034796810,454.2831287680
5.1450707229,3.5087547561,100.6613041080,183.8247680540,97.2667332171
5.1450707229,7.0084856576,140.5319869320,223.6954508780,194.2833147680
5.1450707229,7.2689258621,143.9469796850,227.1104436300,201.5030179510
5.1450707229,7.4991163833,146.9996470160,230.1631109620,207.8841649880
5.1450707229,7.5031083112,147.0528573430,230.2163212880,207.9948258400
5.1450707229,8.9544156049,166.9276940010,250.0911579470,248.2267397720
5.1450707229,8.9764644527,167.2368015720,250.4002655180,248.8379592900
5.1450707229,8.9940621466,167.4836422710,250.6471062170,249.3257876860
5.1450707229,9.7235685912,177.8152351610,260.9786991060,269.5485486520
5.1450707229,9.8917852761,180.2230230440,263.3864869900,274.2117093890
5.1450707229,10.1771206922,184.3269979230,267.4904618690,282.1215365850
5.1450707229,10.2080956056,184.7739517960,267.9374157420,282.9801969500
5.1450707229,10.6180072812,190.7139295200,273.8773934660,294.3434219010
5.1450707229,10.8725279993,194.4244600210,277.5879239670,301.3990300890
5.1450707229,11.9962301627,210.9852883220,294.1487522670,332.5493515400
5.1450707229,12.3857119830,216.7852755130,299.9487394590,343.3462373140
5.1450707229,12.5756857789,219.6241807240,302.7876446690,348.6125302890
5.1450707229,13.4311334479,232.4807152090,315.6441791550,372.3265274150
5.1450707229,18.7485129567,314.2496226570,397.4130866030,519.7304271030
5.1520143008,12.2821531968,215.5743349760,298.9624184360,341.3950719470
5.1534385025,1.9572116723,89.2487946039,172.6829873580,54.4327919759
5.1552872011,19.6093146222,328.3807127770,411.8747771460,545.7537924270
5.1576500270,3.3567189813,99.7110248125,183.2816424900,93.5076928805
5.1713434584,4.3189873380,109.4622010620,193.4771636060,120.9531864770
5.1713434584,4.5292301683,111.6824772550,195.6974397990,126.8410343150
5.1713434584,6.3167593751,132.6278020170,216.6427645610,176.9007674320
5.1713434584,7.9318671152,153.8317942220,237.8467567660,222.1318395280
5.1713434584,8.0187310688,155.0158679900,239.0308305340,224.5644634650
5.1713434584,8.1814957355,157.2446656400,241.2596281840,229.1226859240
5.1713434584,8.3427403254,159.4651693510,243.4801318950,233.6383386510
5.1713434584,10.6180072812,191.8743003370,275.8892628810,297.3571613390
5.1713434584,10.6340998833,192.1093837630,276.1243463070,297.8078344610
5.1713434584,10.8057839846,194.6215599580,278.6365225020,302.6158455750
5.1713434584,11.1575370241,199.7915656290,283.8065281720,312.4666850530
5.1713434584,11.2135345727,200.6173346610,284.6322972040,314.0348957040
5.1713434584,11.5909207387,206.2009022410,290.2158647850,324.6035905700
5.1713434584,11.9962301627,212.2312676850,296.2462302290,335.9542759280
5.1713434584,12.2082169970,215.3982301250,299.4131926690,341.8909645750
5.1713434584,12.3857119830,218.0563643310,302.0713268750,346.8617094440
5.1713434584,12.5756857789,220.9076464910,304.9226090350,352.1819232260
5.1713434584,14.5533746921,250.9210269500,334.9359894940,407.5670765480
5.1713434584,15.2056088462,260.9298879260,344.9448504700,425.8328858910
5.1713434584,16.0307642520,273.6557031380,357.6706656810,448.9413527260
5.1713434584,17.7210948606,299.9095548980,383.9245174410,496.2790403150
5.1733516367,7.0084856576,141.5769364060,225.6571623700,196.4250192540
5.1733516367,7.2689258621,145.0042478790,229.0844738440,203.7243096660
5.1733516367,7.4991163833,148.0681800240,232.1484059890,210.1758000120
5.1733516367,8.5154172725,161.9361405940,246.0163665580,238.6594028160
5.1733516367,9.5137806188,176.0052743480,260.0855003120,266.6402747340
5.1733516367,11.5221983621,205.2748454800,289.3550714440,322.9296806290
5.1733516367,11.7689918688,208.9404283760,293.0206543400,329.8464985680
5.1733516367,13.9831606271,242.3171365400,326.3973625040,391.9024350730
5.1733516367,14.1926106038,245.5125835240,329.5928094880,397.7726355310
5.1733516367,14.8238592012,255.1757895020,339.2560154660,415.4644770990
5.1733516367,15.0451265718,258.5738418940,342.6540678580,421.6658806060
5.1733516367,15.6027129365,267.1598237100,351.2400496740,437.2932097860
5.1874603821,7.4991163833,148.6026760640,233.1421339440,211.3237445390
5.1970597521,6.2451281148,132.6526469820,217.5052740560,176.6385089860
5.1970597521,7.4991163833,148.9668830360,233.8195101100,212.1065752850
5.1970597521,7.5031083112,149.0204572380,233.8730843120,212.2194838090
5.1970597521,7.9060186296,154.4736558640,239.3262829380,223.6154834730
5.1970597521,7.9318671152,154.8264873660,239.6791144400,224.3465874410
5.1970597521,8.0187310688,156.0146972960,240.8673243700,226.8034656630
5.1970597521,8.1179829725,157.3770250120,242.2296520860,229.6107272520
5.1970597521,8.4645780588,162.1716228710,247.0242499450,239.4138951200
5.1970597521,9.2143778267,172.7229943190,257.5756213930,260.6213884810
5.1970597521,9.4443166114,176.0026239150,260.8552509890,267.1250251310
5.1970597521,9.7235685912,180.0105486630,264.8631757370,275.0234464980
5.1970597521,10.6180072812,193.0126774510,277.8653045250,300.3219373660
5.1970597521,10.8725279993,196.7536218440,281.6062489180,307.5208545580
5.1970597521,10.9883662737,198.4616751610,283.3143022350,310.7972485250
5.1970597521,11.5172008851,206.3000417220,291.1526687960,325.7549172140
5.1970597521,11.7584984525,209.8972993850,294.7499264590,332.5798280470
5.1970597521,12.2061121521,216.6018662470,301.4544933210,345.2402274880
5.1970597521,13.0742533845,229.7102815010,314.5629085750,369.7949155700
5.1970597521,13.4976722642,236.1483305980,321.0009576720,381.7709836680
5.1970597521,13.8682255027,241.8040885490,326.6567156240,392.2517889200
5.1970597521,14.0784770036,245.0215356320,329.8741627060,398.1985863200
5.1970597521,15.6763778886,269.6475840070,354.5002110810,443.3939489520
5.1970597521,15.8120256084,271.7506913370,356.6033184110,447.2306374120
5.1982353652,6.1691409751,131.7435681820,216.6345881750,174.5682232840
5.1982353652,7.6335998008,150.8216793330,235.7126993250,216.0080244360
5.1982353652,10.8715209229,196.7915718600,281.6825918520,307.6315000060
5.1982353652,11.5172008851,206.3546055800,291.2456255730,325.9023101990
5.1982353652,11.9962301627,213.5091389380,298.4001589300,339.4574048590
5.2021380398,14.6563296181,254.1692227380,339.1877576940,415.3532239920
5.2021380398,15.2056088462,262.6461650100,347.6646999670,430.9195290780
5.2108258732,13.8682255027,242.5237585200,327.8265010960,394.3325566810
5.2132647555,3.2099137098,100.2695698040,185.6521815010,91.3569386205
5.2132647555,4.7438905224,115.4414912340,200.8241029310,135.0152541360
5.2132647555,7.6285102999,151.3275990660,236.7102107630,217.1140442540
5.2132647555,7.9676829595,155.9453910550,241.3280027520,226.7671934180
5.2132647555,8.6419717170,165.2971389800,250.6797506770,245.9580384680
5.2132647555,8.7232371274,166.4382116350,251.8208233320,248.2709227970
5.2132647555,9.5137806188,177.6763868410,263.0589985380,270.7704787810
5.2132647555,11.7689918688,210.8163369490,296.1989486460,334.9557542670
5.2132647555,13.0876039123,230.7278307510,316.1104424480,372.4846009620
5.2132647555,16.4543554543,282.6912441990,368.0738558960,468.3052808260
5.2132647555,18.9813881176,322.3883810210,407.7709927180,540.2268303730
5.2173949430,5.9640815696,129.8834876270,215.4014409570,170.0120164400
5.2173949430,15.9117295760,274.4706794900,359.9886328200,453.5795157600
5.2197969822,13.2348537041,233.3011759520,318.8978907210,377.6199991710
5.2345832974,5.2809626820,122.2793272680,208.3616749630,151.5325552520
5.2439360764,17.8168150959,305.9691462480,392.3593803160,513.0662754910
5.2469226137,3.7626122328,106.4283146530,192.9169790310,108.4744355290
5.2469226137,5.4890207693,125.1670856950,211.6557500720,158.2460250240
5.2469226137,6.2376478902,134.3582292040,220.8468935820,179.8286116270
5.2469226137,6.8653479437,142.4320841820,228.9207485590,197.9249247120
5.2469226137,7.0084856576,144.3138361270,230.8025005050,202.0515212790
5.2469226137,7.1337265741,145.9716938720,232.4603582500,205.6621611420
5.2469226137,7.4991163833,150.8658229090,237.3544872870,216.1961866660
5.2469226137,7.5031083112,150.9197427950,237.4084071720,216.3112721720
5.2469226137,8.0799781289,158.8058604530,245.2945248300,232.9421721900
5.2469226137,8.1179829725,159.3316276850,245.8202920630,234.0378349090
5.2469226137,8.6419717170,166.6515862770,253.1402506550,249.1441971290
5.2469226137,8.9940621466,171.6389875410,258.1276519180,259.2948074630
5.2469226137,10.4621292979,192.9270718430,279.4157362200,301.6185298390
5.2469226137,10.6340998833,195.4651067570,281.9537711350,306.5763652550
5.2469226137,10.7041517416,196.5012951260,282.9899595040,308.5959291400
5.2469226137,10.9009668841,199.4195009070,285.9081652840,314.2700220750
5.2469226137,11.0104020457,201.0464346920,287.5350990700,317.4249890630
5.2469226137,11.0153038758,201.1193791000,287.6080434780,317.5663066430
5.2469226137,11.2135345727,204.0742204240,290.5628848010,323.2812093820
5.2469226137,11.5221983621,208.6937496200,295.1824139980,332.1798490090
5.2469226137,11.5260844731,208.7520488420,295.2407132190,332.2918838610
5.2469226137,11.5926476808,209.7511478760,296.2398122540,334.2108715040
5.2469226137,12.1245566439,217.7689137040,304.2575780820,349.5455701010
5.2469226137,12.3857119830,221.7262408300,308.2149052070,357.0745622590
5.2469226137,12.7268563550,226.9147129840,313.4033773620,366.9096026220
5.2469226137,12.8104269564,228.1888819400,314.6775463170,369.3189058550
5.2469226137,14.5701726780,255.2685711840,341.7572355620,420.0515915570
5.2469226137,14.9501174665,261.1696551720,347.6583195490,431.0052306540
5.2469226137,16.0472079534,278.2978060680,364.7864704450,462.6338609600
5.2469226137,17.1814552775,296.1255985420,382.6142629190,495.3337063360
5.2469226137,17.3376554425,298.5890359090,385.0777002860,499.8368875520
5.2469226137,18.3998910237,315.3887534580,401.8774178350,530.4606664440
5.2572531278,0.9290560805,88.1749716832,175.0045413850,26.8898465661
5.2572531278,7.5031083112,151.3147275130,238.1442972150,217.1638886970
5.2572531278,7.9676829595,157.6601763860,244.4897460880,230.6101609660
5.2572531278,8.1179829725,159.7380117870,246.5675814890,234.9603227830
5.2572531278,8.6419717170,167.0683137610,253.8978834640,250.1262285210
5.2572531278,9.8866466665,184.9399238330,271.7694935360,286.1510919510
5.2572531278,10.6180072812,195.6872816480,282.5168513500,307.3190011060
5.2572531278,12.2820250654,220.6540349270,307.4836046290,355.4809838340
5.2610664234,8.4544340002,164.5825388720,251.5381161660,245.0533963910
5.2610664234,8.4645780588,164.7249134690,251.6804907620,245.3474238820
5.2610664234,8.6419717170,167.2222602650,254.1778375580,250.4892132000
5.2610664234,8.6796220619,167.7541112280,254.7096885210,251.5805156920
5.2610664234,9.5870368972,180.7470698950,267.7026471880,277.8821093100
5.2610664234,11.4810779558,208.7352484260,295.6908257200,332.7812538650
5.2610664234,12.2061121521,219.6861087320,306.6416860250,353.7965095630
5.2610664234,14.8238592012,259.9836236370,346.9392009300,429.6724115180
5.2610664234,15.1402749844,264.9179662240,351.8735435180,438.8437838810
5.2610664234,15.3169421923,267.6778812120,354.6334585060,443.9645169000
5.2742481117,15.8740615639,277.1641264100,364.5559868280,462.4212574910
5.2809266538,8.1358013061,160.9190245930,248.5323458660,237.6015245470
5.2827223741,14.1609280529,250.8377072500,338.5106225230,413.8432817870
5.2852185747,10.1771206922,190.4091395950,278.1649291420,297.7004205500
5.3000404990,1.1834921321,90.4220650052,178.6707513010,34.8138752994
5.3043617799,3.1671188507,102.9500184770,191.3426670020,93.3166744694
5.3043617799,19.6694062649,339.4833373390,427.8759858650,579.5436382230
5.3175850191,0.8388072722,89.9323234751,178.7662292460,24.8381753923
5.3175850191,0.9976188191,90.3837112701,179.2176170410,29.5407920576
5.3175850191,2.7552958684,100.0506950000,188.8846007710,81.5878978474
5.3175850191,3.0898972708,102.7422448120,191.5761505830,91.4958809990
5.3175850191,4.8085522302,119.7681010690,208.6020068400,142.3874919020
5.3175850191,5.6597947356,129.7355304770,218.5694362480,167.5938907400
5.3175850191,6.0392897325,134.4260071180,223.2599128890,178.8312316720
5.3175850191,6.0813922836,134.9546928890,223.7885986600,180.0779430250
5.3175850191,6.8448116197,144.7990395450,233.6329453160,202.6837834790
5.3175850191,6.9436392127,146.1063254910,234.9402312610,205.6101971760
5.3175850191,7.0084856576,146.9678697140,235.8017754850,207.5303848350
5.3175850191,7.2689258621,150.4569338400,239.2908396110,215.2423583610
5.3175850191,7.4991163833,153.5773778450,242.4112836150,222.0585993850
5.3175850191,7.5031083112,153.6317820950,242.4656878650,222.1768055680
5.3175850191,7.9060186296,159.1709498120,248.0048555830,234.1075046550
5.3175850191,7.9318671152,159.5294408830,248.3633466530,234.8729119650
5.3175850191,8.0187310688,160.7367932670,249.5706990380,237.4450667230
5.3175850191,8.1179829725,162.1212232740,250.9551290440,240.3840448080
5.3175850191,8.1358013061,162.3703078520,251.2042136230,240.9116688640
5.3175850191,8.3427403254,165.2749053750,254.1088111460,247.0394026460
5.3175850191,8.5154172725,167.7146395140,256.5485452840,252.1525918600
5.3175850191,8.7232371274,170.6693114910,259.5032172620,258.3064083300
5.3175850191,8.7968033314,171.7198743490,260.5537801190,260.4847994070
5.3175850191,8.9764644527,174.2953344830,263.1292402540,265.8047991140
5.3175850191,9.0536050354,175.4053077420,264.2392135120,268.0890322010
5.3175850191,9.2143778267,177.7264141200,266.5603198910,272.8497238620
5.3175850191,9.3952019743,180.3491043240,269.1830100950,278.2041622930
5.3175850191,9.7084618219,184.9214116180,273.7553173880,287.4801942210
5.3175850191,9.8215395910,186.5804146630,275.4143204340,290.8285741830
5.3175850191,10.1603465575,191.5766765320,280.4105823030,300.8610895610
5.3175850191,10.4621292979,196.0573361660,284.8912419370,309.7972694030
5.3175850191,10.6180072812,198.3822471930,287.2161529630,314.4130194290
5.3175850191,10.7041517416,199.6700430860,288.5039488570,316.9638690550
5.3175850191,10.8715209229,202.1779227400,291.0118285110,321.9198884170
5.3175850191,11.1127133347,205.8050399150,294.6389456860,329.0619097430
5.3175850191,11.4835468640,211.4101491480,300.2440549180,340.0427733430
5.3175850191,11.5172008851,211.9204518690,300.7543576400,341.0393127230
